filename,width,height,class,xmin,ymin,xmax,ymax
00889.jpeg,158,158,ZSU_23_4,46,54,111,101
02046.jpeg,158,158,2S1,50,70,99,113
02052.jpeg,158,158,2S1,44,52,105,105
00645.jpeg,128,128,T72,33,49,96,90
00123.jpeg,128,128,BTR60,37,43,94,88
02734.jpeg,192,193,ZIL131,56,68,132,126
01215.jpeg,128,129,BRDM_2,36,42,97,84
01573.jpeg,128,128,BTR70,35,37,76,78
00679.jpeg,128,128,T72,17,43,92,84
01567.jpeg,128,128,BTR70,37,39,88,96
02708.jpeg,192,193,ZIL131,59,64,135,124
01201.jpeg,128,129,BRDM_2,44,52,85,92
00490.jpeg,172,173,T62,53,52,118,120
01956.jpeg,158,158,2S1,42,54,111,111
02287.jpeg,128,128,BMP2,33,41,92,84
02293.jpeg,128,128,BMP2,33,43,92,84
00484.jpeg,172,173,T62,51,50,120,118
01942.jpeg,158,158,2S1,46,56,109,103
02244.jpeg,128,128,BMP2,29,45,90,86
00453.jpeg,172,173,T62,50,58,118,114
01995.jpeg,158,158,2S1,46,50,113,111
00335.jpeg,172,173,T62,51,60,121,114
02522.jpeg,192,193,ZIL131,57,60,130,132
02536.jpeg,192,193,ZIL131,52,72,132,124
00321.jpeg,172,173,T62,53,52,120,116
01759.jpeg,177,178,D7,59,58,113,117
00447.jpeg,172,173,T62,50,62,118,118
01981.jpeg,158,158,2S1,42,56,111,105
02250.jpeg,128,128,BMP2,35,47,88,90
01771.jpeg,177,178,D7,53,64,121,115
02278.jpeg,128,128,BMP2,43,41,90,84
00309.jpeg,172,173,T62,50,58,118,112
01017.jpeg,158,158,ZSU_23_4,50,54,103,111
01003.jpeg,158,158,ZSU_23_4,48,50,111,105
01765.jpeg,177,178,D7,59,60,123,115
01822.jpeg,177,178,D7,61,56,115,117
02495.jpeg,192,193,ZIL131,54,70,135,124
00282.jpeg,172,173,T62,48,64,120,114
00296.jpeg,172,173,T62,51,62,120,118
01188.jpeg,128,129,BRDM_2,34,46,89,92
02481.jpeg,192,193,ZIL131,57,62,128,132
01836.jpeg,177,178,D7,57,58,123,115
02330.jpeg,128,128,BMP2,37,37,86,84
00527.jpeg,172,173,T62,51,54,118,120
01639.jpeg,177,178,D7,61,54,119,119
00241.jpeg,128,128,BTR60,37,37,88,88
02456.jpeg,192,193,ZIL131,69,82,130,134
02442.jpeg,128,128,BMP2,43,45,86,96
00255.jpeg,128,128,BTR60,43,41,90,96
00533.jpeg,172,173,T62,48,62,120,114
02324.jpeg,128,128,BMP2,35,41,84,94
01605.jpeg,128,128,BTR70,33,45,92,94
01163.jpeg,128,129,BRDM_2,30,50,89,88
01177.jpeg,128,129,BRDM_2,42,46,83,88
00269.jpeg,172,173,T62,53,52,112,120
02318.jpeg,128,128,BMP2,33,45,78,84
01611.jpeg,128,128,BTR70,43,35,86,80
00080.jpeg,128,128,BTR60,31,45,92,86
02697.jpeg,192,193,ZIL131,65,80,124,132
02683.jpeg,192,193,ZIL131,63,66,124,126
00094.jpeg,128,128,BTR60,35,41,92,84
00902.jpeg,158,158,ZSU_23_4,48,48,109,107
00916.jpeg,158,158,ZSU_23_4,52,56,105,107
02654.jpeg,192,193,ZIL131,56,66,128,130
00043.jpeg,128,128,BTR60,31,45,96,86
00725.jpeg,128,128,T72,33,41,86,94
02132.jpeg,158,158,2S1,40,58,113,103
02126.jpeg,158,158,2S1,48,56,113,105
00731.jpeg,128,128,T72,41,45,90,92
00057.jpeg,128,128,BTR60,33,45,94,86
01349.jpeg,128,129,BRDM_2,42,48,83,90
02640.jpeg,192,193,ZIL131,52,72,132,124
01361.jpeg,128,129,BRDM_2,34,38,93,82
02668.jpeg,192,193,ZIL131,63,64,128,130
01407.jpeg,128,128,BTR70,33,39,88,92
00719.jpeg,128,128,T72,35,43,90,90
01413.jpeg,128,128,BTR70,33,45,92,92
01375.jpeg,128,129,BRDM_2,48,52,89,90
01412.jpeg,128,128,BTR70,41,57,84,96
01374.jpeg,128,129,BRDM_2,40,48,81,90
02669.jpeg,192,193,ZIL131,57,68,135,120
01360.jpeg,128,129,BRDM_2,34,38,91,86
00718.jpeg,128,128,T72,35,49,90,90
01406.jpeg,128,128,BTR70,35,37,76,78
00730.jpeg,128,128,T72,43,47,88,92
02127.jpeg,158,158,2S1,46,48,111,113
02641.jpeg,192,193,ZIL131,56,58,128,130
01348.jpeg,128,129,BRDM_2,42,52,81,90
00056.jpeg,128,128,BTR60,39,35,84,88
00042.jpeg,128,128,BTR60,43,41,84,94
02655.jpeg,192,193,ZIL131,67,72,122,130
02133.jpeg,158,158,2S1,46,52,111,109
00724.jpeg,128,128,T72,39,37,92,94
00917.jpeg,158,158,ZSU_23_4,46,56,111,101
00903.jpeg,158,158,ZSU_23_4,46,58,111,109
00095.jpeg,128,128,BTR60,33,45,94,84
02682.jpeg,192,193,ZIL131,54,72,132,126
02696.jpeg,192,193,ZIL131,57,66,135,122
00081.jpeg,128,128,BTR60,35,35,92,82
00268.jpeg,172,173,T62,51,54,120,118
01176.jpeg,128,129,BRDM_2,44,52,89,92
01610.jpeg,128,128,BTR70,33,49,94,88
02319.jpeg,128,128,BMP2,41,41,90,92
01604.jpeg,128,128,BTR70,35,47,96,84
01162.jpeg,128,129,BRDM_2,42,52,83,92
00254.jpeg,128,128,BTR60,37,39,86,88
02443.jpeg,128,128,BMP2,39,41,92,90
02325.jpeg,128,128,BMP2,37,41,92,84
00532.jpeg,172,173,T62,48,62,118,116
01638.jpeg,177,178,D7,53,62,123,115
00526.jpeg,172,173,T62,48,56,118,118
02331.jpeg,128,128,BMP2,41,47,84,84
02457.jpeg,192,193,ZIL131,56,62,130,130
00240.jpeg,128,128,BTR60,37,43,92,92
02480.jpeg,192,193,ZIL131,59,60,128,132
01189.jpeg,128,129,BRDM_2,34,42,87,92
00297.jpeg,172,173,T62,50,60,123,112
01837.jpeg,177,178,D7,55,62,123,115
01823.jpeg,177,178,D7,57,58,121,115
00283.jpeg,172,173,T62,48,64,118,116
02494.jpeg,192,193,ZIL131,71,64,126,126
01002.jpeg,158,158,ZSU_23_4,56,56,107,105
01764.jpeg,177,178,D7,49,62,117,117
02279.jpeg,128,128,BMP2,41,45,82,86
01770.jpeg,177,178,D7,55,56,115,117
01016.jpeg,158,158,ZSU_23_4,46,54,111,105
00308.jpeg,172,173,T62,55,52,114,118
00320.jpeg,172,173,T62,53,54,121,116
02537.jpeg,192,193,ZIL131,63,70,122,130
02251.jpeg,128,128,BMP2,45,55,86,94
01980.jpeg,158,158,2S1,48,56,115,109
00446.jpeg,172,173,T62,51,56,118,122
01758.jpeg,177,178,D7,57,58,113,121
01994.jpeg,158,158,2S1,48,52,109,111
00452.jpeg,172,173,T62,55,50,114,118
02245.jpeg,128,128,BMP2,37,39,92,92
02523.jpeg,192,193,ZIL131,63,60,128,134
00334.jpeg,172,173,T62,51,56,120,116
01943.jpeg,158,158,2S1,66,46,107,99
00485.jpeg,172,173,T62,53,52,118,116
02292.jpeg,128,128,BMP2,33,49,94,88
02286.jpeg,128,128,BMP2,31,45,90,86
01957.jpeg,158,158,2S1,54,44,103,113
00491.jpeg,172,173,T62,38,58,121,108
01566.jpeg,128,128,BTR70,49,55,90,90
00678.jpeg,128,128,T72,33,41,88,94
01200.jpeg,128,129,BRDM_2,30,52,77,92
02709.jpeg,192,193,ZIL131,56,70,134,124
01214.jpeg,128,129,BRDM_2,36,48,77,88
01572.jpeg,128,128,BTR70,35,51,96,90
00644.jpeg,128,128,T72,33,47,90,92
02053.jpeg,158,158,2S1,40,56,107,105
02735.jpeg,192,193,ZIL131,63,64,128,128
00122.jpeg,128,128,BTR60,33,43,90,88
00136.jpeg,128,128,BTR60,35,41,88,92
01228.jpeg,128,129,BRDM_2,44,52,85,90
02721.jpeg,192,193,ZIL131,56,68,135,122
02047.jpeg,158,158,2S1,40,58,111,105
00888.jpeg,158,158,ZSU_23_4,46,52,111,101
00650.jpeg,128,128,T72,33,47,94,92
00863.jpeg,158,158,ZSU_23_4,46,54,111,105
00877.jpeg,158,158,ZSU_23_4,44,54,111,101
02090.jpeg,158,158,2S1,46,52,111,111
00687.jpeg,128,128,T72,37,43,98,92
01599.jpeg,128,128,BTR70,37,41,92,90
00693.jpeg,128,128,T72,33,47,94,92
02084.jpeg,158,158,2S1,50,52,109,113
00810.jpeg,158,158,ZSU_23_4,46,56,111,109
00804.jpeg,158,158,ZSU_23_4,48,56,111,109
00192.jpeg,128,128,BTR60,35,43,94,88
00838.jpeg,158,158,ZSU_23_4,46,52,109,105
00186.jpeg,128,128,BTR60,43,39,84,96
01298.jpeg,128,129,BRDM_2,46,52,83,90
01273.jpeg,128,129,BRDM_2,42,52,81,92
01515.jpeg,128,128,BTR70,43,59,84,96
02008.jpeg,158,158,2S1,44,60,113,107
01501.jpeg,128,128,BTR70,33,49,94,90
01267.jpeg,128,129,BRDM_2,36,48,77,86
00179.jpeg,128,128,BTR60,43,55,82,92
00151.jpeg,128,128,BTR60,35,41,94,86
02020.jpeg,158,158,2S1,46,50,109,111
00637.jpeg,128,128,T72,39,39,92,94
01529.jpeg,128,128,BTR70,31,43,94,82
00623.jpeg,128,128,T72,29,43,92,86
02034.jpeg,158,158,2S1,42,54,111,109
00145.jpeg,128,128,BTR60,41,47,82,90
01918.jpeg,158,158,2S1,48,64,101,113
01930.jpeg,158,158,2S1,50,56,113,107
00390.jpeg,172,173,T62,51,64,121,118
02587.jpeg,192,193,ZIL131,57,66,132,122
02593.jpeg,192,193,ZIL131,54,72,132,124
00384.jpeg,172,173,T62,55,48,114,120
01924.jpeg,158,158,2S1,52,68,103,113
01717.jpeg,177,178,D7,49,56,119,113
00409.jpeg,172,173,T62,53,54,121,116
01071.jpeg,158,158,ZSU_23_4,40,58,109,107
02578.jpeg,192,193,ZIL131,65,60,126,128
01065.jpeg,158,158,ZSU_23_4,48,52,109,109
01703.jpeg,177,178,D7,57,60,123,115
00435.jpeg,172,173,T62,50,60,120,110
02222.jpeg,128,128,BMP2,43,45,92,92
02544.jpeg,192,193,ZIL131,52,70,130,124
00353.jpeg,172,173,T62,55,50,116,122
00347.jpeg,172,173,T62,50,54,118,116
01059.jpeg,158,158,ZSU_23_4,46,56,109,109
02550.jpeg,192,193,ZIL131,61,58,128,126
02236.jpeg,128,128,BMP2,43,45,94,94
00421.jpeg,172,173,T62,50,58,118,114
01878.jpeg,177,178,D7,49,56,121,115
02395.jpeg,128,128,BMP2,35,39,92,86
00582.jpeg,128,128,T72,29,45,92,86
01844.jpeg,177,178,D7,59,56,119,119
01688.jpeg,177,178,D7,55,58,113,119
00596.jpeg,128,128,T72,33,41,90,92
01850.jpeg,177,178,D7,57,58,123,115
02381.jpeg,128,128,BMP2,39,41,90,92
01663.jpeg,177,178,D7,57,62,123,117
01105.jpeg,128,129,BRDM_2,28,36,91,104
02418.jpeg,128,128,BMP2,35,41,92,86
01111.jpeg,128,129,BRDM_2,38,42,93,86
00569.jpeg,128,128,T72,41,45,86,94
01677.jpeg,177,178,D7,57,58,121,117
00541.jpeg,172,173,T62,48,60,118,116
01887.jpeg,177,178,D7,57,60,123,115
02356.jpeg,128,128,BMP2,39,41,90,94
02430.jpeg,128,128,BMP2,47,55,88,94
01139.jpeg,128,129,BRDM_2,34,38,91,86
00227.jpeg,128,128,BTR60,33,43,94,82
00233.jpeg,128,128,BTR60,39,39,90,92
02424.jpeg,128,128,BMP2,45,53,88,94
02342.jpeg,128,128,BMP2,39,37,86,94
00555.jpeg,128,128,T72,35,45,96,86
01893.jpeg,177,178,D7,55,52,117,119
00964.jpeg,158,158,ZSU_23_4,46,56,107,109
00970.jpeg,158,158,ZSU_23_4,48,50,105,109
00780.jpeg,128,128,T72,35,47,94,90
00958.jpeg,158,158,ZSU_23_4,48,50,111,107
02197.jpeg,158,158,2S1,52,44,107,111
02183.jpeg,158,158,2S1,46,58,115,109
00794.jpeg,158,158,ZSU_23_4,46,54,109,111
00019.jpeg,128,128,BTR60,35,37,92,86
01307.jpeg,128,129,BRDM_2,40,50,81,90
01461.jpeg,128,128,BTR70,33,37,90,92
02168.jpeg,158,158,2S1,44,54,109,107
01475.jpeg,128,128,BTR70,43,57,86,96
01313.jpeg,128,129,BRDM_2,40,48,83,90
00025.jpeg,128,128,BTR60,35,41,86,92
02632.jpeg,192,193,ZIL131,67,68,124,130
02154.jpeg,158,158,2S1,46,50,113,109
00743.jpeg,128,128,T72,31,45,92,88
01449.jpeg,128,128,BTR70,33,45,92,92
00757.jpeg,128,128,T72,35,41,84,94
02140.jpeg,158,158,2S1,42,54,111,107
02626.jpeg,192,193,ZIL131,57,68,134,124
00031.jpeg,128,128,BTR60,35,41,88,90
02141.jpeg,158,158,2S1,60,48,109,105
00756.jpeg,128,128,T72,39,41,90,94
01448.jpeg,128,128,BTR70,33,45,94,84
00030.jpeg,128,128,BTR60,0,0,128,128
02627.jpeg,192,193,ZIL131,56,68,134,126
02633.jpeg,192,193,ZIL131,61,66,128,126
00024.jpeg,128,128,BTR60,31,45,94,84
00742.jpeg,128,128,T72,35,47,98,90
02155.jpeg,158,158,2S1,42,54,109,105
01474.jpeg,128,128,BTR70,47,35,88,76
01312.jpeg,128,129,BRDM_2,46,54,83,92
01306.jpeg,128,129,BRDM_2,30,28,127,114
00018.jpeg,128,128,BTR60,35,35,90,88
02169.jpeg,158,158,2S1,52,50,111,109
01460.jpeg,128,128,BTR70,39,37,86,96
00795.jpeg,158,158,ZSU_23_4,48,54,107,109
02182.jpeg,158,158,2S1,46,48,111,111
02196.jpeg,158,158,2S1,48,60,113,105
00959.jpeg,158,158,ZSU_23_4,50,50,107,111
00781.jpeg,128,128,T72,31,43,94,86
00971.jpeg,158,158,ZSU_23_4,50,48,105,109
00965.jpeg,158,158,ZSU_23_4,50,48,107,107
02425.jpeg,128,128,BMP2,33,47,92,86
00232.jpeg,128,128,BTR60,37,35,90,86
01892.jpeg,177,178,D7,59,56,115,115
00554.jpeg,128,128,T72,33,49,96,88
02343.jpeg,128,128,BMP2,33,47,92,86
02357.jpeg,128,128,BMP2,43,45,84,94
01886.jpeg,177,178,D7,55,62,113,117
00540.jpeg,172,173,T62,51,58,118,120
00226.jpeg,128,128,BTR60,33,43,94,86
01138.jpeg,128,129,BRDM_2,34,42,85,92
02431.jpeg,128,128,BMP2,43,53,86,96
01110.jpeg,128,129,BRDM_2,36,40,91,84
02419.jpeg,128,128,BMP2,35,47,96,90
01676.jpeg,177,178,D7,53,54,115,117
00568.jpeg,128,128,T72,33,47,108,88
01662.jpeg,177,178,D7,55,56,113,117
01104.jpeg,128,129,BRDM_2,44,52,85,90
02380.jpeg,128,128,BMP2,37,43,94,86
01851.jpeg,177,178,D7,57,56,119,119
00597.jpeg,128,128,T72,37,45,82,94
01689.jpeg,177,178,D7,53,60,123,115
01845.jpeg,177,178,D7,53,54,117,117
00583.jpeg,128,128,T72,37,41,96,92
02394.jpeg,128,128,BMP2,45,55,86,96
01879.jpeg,177,178,D7,59,60,123,115
02551.jpeg,192,193,ZIL131,63,80,120,132
01058.jpeg,158,158,ZSU_23_4,46,56,109,103
00346.jpeg,172,173,T62,50,60,118,116
00420.jpeg,172,173,T62,51,50,112,118
02237.jpeg,128,128,BMP2,35,39,88,90
02223.jpeg,128,128,BMP2,31,47,92,90
00434.jpeg,172,173,T62,50,58,120,118
00352.jpeg,172,173,T62,53,52,118,118
02545.jpeg,192,193,ZIL131,57,60,130,132
01064.jpeg,158,158,ZSU_23_4,48,52,107,111
01702.jpeg,177,178,D7,57,58,123,113
00408.jpeg,172,173,T62,50,64,120,114
01716.jpeg,177,178,D7,61,54,117,119
02579.jpeg,192,193,ZIL131,59,76,120,132
01070.jpeg,158,158,ZSU_23_4,48,60,117,107
00385.jpeg,172,173,T62,59,64,114,120
02592.jpeg,192,193,ZIL131,61,60,128,126
01925.jpeg,158,158,2S1,50,52,111,109
01931.jpeg,158,158,2S1,50,54,113,107
02586.jpeg,192,193,ZIL131,54,74,130,126
00391.jpeg,172,173,T62,53,50,116,118
01919.jpeg,158,158,2S1,50,50,111,109
02035.jpeg,158,158,2S1,44,50,109,107
00622.jpeg,128,128,T72,41,45,88,92
00144.jpeg,128,128,BTR60,41,53,82,94
00150.jpeg,128,128,BTR60,35,41,90,86
01528.jpeg,128,128,BTR70,35,41,92,90
00636.jpeg,128,128,T72,33,43,94,84
02021.jpeg,158,158,2S1,46,48,111,113
01500.jpeg,128,128,BTR70,45,53,84,98
02009.jpeg,158,158,2S1,56,68,107,113
00178.jpeg,128,128,BTR60,35,37,90,86
01266.jpeg,128,129,BRDM_2,30,40,87,92
01272.jpeg,128,129,BRDM_2,32,48,91,90
01514.jpeg,128,128,BTR70,45,55,90,94
00839.jpeg,158,158,ZSU_23_4,46,58,111,109
01299.jpeg,128,129,BRDM_2,28,28,97,94
00187.jpeg,128,128,BTR60,41,53,84,96
00193.jpeg,128,128,BTR60,37,41,88,92
00805.jpeg,158,158,ZSU_23_4,48,52,109,109
00811.jpeg,158,158,ZSU_23_4,50,48,105,109
00807.jpeg,158,158,ZSU_23_4,50,50,109,109
00813.jpeg,158,158,ZSU_23_4,48,52,111,107
00185.jpeg,128,128,BTR60,37,41,92,94
00191.jpeg,128,128,BTR60,41,47,84,94
01264.jpeg,128,129,BRDM_2,46,54,87,90
01502.jpeg,128,128,BTR70,35,47,94,86
00608.jpeg,128,128,T72,33,45,90,90
01516.jpeg,128,128,BTR70,37,57,82,96
01270.jpeg,128,129,BRDM_2,36,44,93,80
01258.jpeg,128,129,BRDM_2,44,52,85,90
00146.jpeg,128,128,BTR60,33,41,96,84
00620.jpeg,128,128,T72,17,45,92,86
02037.jpeg,158,158,2S1,52,42,107,111
02023.jpeg,158,158,2S1,44,60,113,107
00634.jpeg,128,128,T72,37,47,82,96
00152.jpeg,128,128,BTR60,33,41,94,82
02745.jpeg,192,193,ZIL131,54,72,132,124
01927.jpeg,158,158,2S1,44,58,113,105
02590.jpeg,192,193,ZIL131,63,72,122,132
01099.jpeg,128,129,BRDM_2,36,42,93,84
00387.jpeg,172,173,T62,46,64,120,114
00393.jpeg,172,173,T62,59,62,114,122
02584.jpeg,192,193,ZIL131,59,64,128,130
01933.jpeg,158,158,2S1,44,50,115,107
01700.jpeg,177,178,D7,51,62,119,117
02209.jpeg,158,158,2S1,44,60,115,103
00378.jpeg,172,173,T62,51,52,116,120
01066.jpeg,158,158,ZSU_23_4,46,54,109,109
01072.jpeg,158,158,ZSU_23_4,46,52,107,107
01714.jpeg,177,178,D7,59,56,123,115
02235.jpeg,128,128,BMP2,41,45,88,94
00422.jpeg,172,173,T62,55,50,116,118
00344.jpeg,172,173,T62,48,62,121,114
02553.jpeg,192,193,ZIL131,61,60,126,130
02547.jpeg,192,193,ZIL131,57,62,128,132
00350.jpeg,172,173,T62,55,54,114,122
01728.jpeg,177,178,D7,51,58,117,115
00436.jpeg,172,173,T62,57,62,114,118
02221.jpeg,128,128,BMP2,35,45,90,92
00595.jpeg,128,128,T72,33,39,86,92
01853.jpeg,177,178,D7,57,60,113,121
02382.jpeg,128,128,BMP2,39,41,90,94
02396.jpeg,128,128,BMP2,41,43,92,90
00581.jpeg,128,128,T72,31,47,94,88
01847.jpeg,177,178,D7,51,56,119,113
01674.jpeg,177,178,D7,59,60,123,117
01112.jpeg,128,129,BRDM_2,42,54,81,94
01106.jpeg,128,129,BRDM_2,34,36,89,88
00218.jpeg,128,128,BTR60,37,37,84,92
02369.jpeg,128,128,BMP2,41,41,90,90
01660.jpeg,177,178,D7,59,56,123,119
02341.jpeg,128,128,BMP2,37,41,88,94
00556.jpeg,128,128,T72,43,47,86,94
01890.jpeg,177,178,D7,57,52,115,119
01648.jpeg,177,178,D7,53,58,117,117
00230.jpeg,128,128,BTR60,31,45,92,86
02427.jpeg,128,128,BMP2,37,39,90,90
02433.jpeg,128,128,BMP2,43,39,86,82
00224.jpeg,128,128,BTR60,41,39,90,94
00542.jpeg,172,173,T62,51,52,116,118
01884.jpeg,177,178,D7,57,58,121,117
02355.jpeg,128,128,BMP2,37,39,86,92
00973.jpeg,158,158,ZSU_23_4,48,52,107,109
00967.jpeg,158,158,ZSU_23_4,50,48,105,109
02180.jpeg,158,158,2S1,44,56,113,103
00797.jpeg,158,158,ZSU_23_4,48,54,109,107
01489.jpeg,128,128,BTR70,37,43,88,96
00783.jpeg,128,128,T72,31,45,94,88
02194.jpeg,158,158,2S1,56,68,103,113
01310.jpeg,128,129,BRDM_2,34,40,85,92
02619.jpeg,192,193,ZIL131,56,70,134,120
01476.jpeg,128,128,BTR70,43,55,84,100
00768.jpeg,128,128,T72,31,41,92,92
01462.jpeg,128,128,BTR70,41,57,82,96
01304.jpeg,128,129,BRDM_2,38,40,91,86
02625.jpeg,192,193,ZIL131,69,74,130,136
00032.jpeg,128,128,BTR60,33,45,94,84
00754.jpeg,128,128,T72,43,47,88,94
02143.jpeg,158,158,2S1,54,56,103,113
02157.jpeg,158,158,2S1,46,48,103,109
00998.jpeg,158,158,ZSU_23_4,46,54,111,105
00740.jpeg,128,128,T72,29,43,92,86
00026.jpeg,128,128,BTR60,37,41,90,92
01338.jpeg,128,129,BRDM_2,34,50,89,86
02631.jpeg,192,193,ZIL131,61,66,122,128
00741.jpeg,128,128,T72,43,47,88,94
00999.jpeg,158,158,ZSU_23_4,40,56,109,107
02156.jpeg,158,158,2S1,44,52,111,111
02630.jpeg,192,193,ZIL131,65,62,126,130
01339.jpeg,128,129,BRDM_2,46,54,89,92
00027.jpeg,128,128,BTR60,37,39,86,86
00033.jpeg,128,128,BTR60,33,45,94,84
02624.jpeg,192,193,ZIL131,56,66,130,130
02142.jpeg,158,158,2S1,46,54,113,111
00755.jpeg,128,128,T72,33,45,94,86
01463.jpeg,128,128,BTR70,33,55,76,90
01305.jpeg,128,129,BRDM_2,36,48,77,88
02618.jpeg,192,193,ZIL131,57,62,132,132
01311.jpeg,128,129,BRDM_2,44,52,83,92
00769.jpeg,128,128,T72,31,45,92,84
01477.jpeg,128,128,BTR70,41,57,82,96
02195.jpeg,158,158,2S1,54,46,105,111
00782.jpeg,128,128,T72,37,45,92,92
01488.jpeg,128,128,BTR70,37,39,90,92
00796.jpeg,158,158,ZSU_23_4,50,50,111,109
02181.jpeg,158,158,2S1,46,54,113,111
00966.jpeg,158,158,ZSU_23_4,48,50,105,107
00972.jpeg,158,158,ZSU_23_4,46,56,111,101
00225.jpeg,128,128,BTR60,33,43,90,88
02432.jpeg,128,128,BMP2,33,49,88,90
02354.jpeg,128,128,BMP2,39,43,98,92
01885.jpeg,177,178,D7,55,58,113,117
00543.jpeg,172,173,T62,50,64,120,116
01649.jpeg,177,178,D7,51,56,119,113
01891.jpeg,177,178,D7,59,60,113,119
00557.jpeg,128,128,T72,39,45,88,94
02340.jpeg,128,128,BMP2,37,39,92,88
02426.jpeg,128,128,BMP2,33,47,86,92
00231.jpeg,128,128,BTR60,39,41,90,90
00219.jpeg,128,128,BTR60,35,43,96,84
01107.jpeg,128,129,BRDM_2,38,52,81,90
01661.jpeg,177,178,D7,51,56,119,113
02368.jpeg,128,128,BMP2,33,49,88,86
01675.jpeg,177,178,D7,55,58,115,117
01113.jpeg,128,129,BRDM_2,48,50,89,88
01846.jpeg,177,178,D7,53,62,119,115
00580.jpeg,128,128,T72,31,45,94,86
02397.jpeg,128,128,BMP2,33,43,94,84
02383.jpeg,128,128,BMP2,41,45,82,94
01852.jpeg,177,178,D7,57,50,117,117
00594.jpeg,128,128,T72,35,43,88,94
00351.jpeg,172,173,T62,51,58,120,118
02546.jpeg,192,193,ZIL131,61,82,114,132
02220.jpeg,128,128,BMP2,33,45,86,92
00437.jpeg,172,173,T62,51,54,118,120
01729.jpeg,177,178,D7,55,60,117,115
00423.jpeg,172,173,T62,50,54,118,118
02234.jpeg,128,128,BMP2,29,33,86,94
02552.jpeg,192,193,ZIL131,67,72,124,132
00345.jpeg,172,173,T62,53,52,120,114
01073.jpeg,158,158,ZSU_23_4,44,56,107,111
01715.jpeg,177,178,D7,55,56,121,115
02208.jpeg,158,158,2S1,58,70,107,113
01701.jpeg,177,178,D7,49,58,117,115
01067.jpeg,158,158,ZSU_23_4,46,56,111,109
00379.jpeg,172,173,T62,50,62,120,116
02585.jpeg,192,193,ZIL131,57,64,130,132
00392.jpeg,172,173,T62,50,60,121,116
01932.jpeg,158,158,2S1,46,54,113,109
01926.jpeg,158,158,2S1,46,56,115,109
00386.jpeg,172,173,T62,48,58,120,118
01098.jpeg,128,129,BRDM_2,32,44,89,90
02591.jpeg,192,193,ZIL131,56,70,126,130
00635.jpeg,128,128,T72,37,45,82,94
02022.jpeg,158,158,2S1,44,52,111,109
02744.jpeg,192,193,ZIL131,61,64,132,126
00153.jpeg,128,128,BTR60,37,43,94,86
00147.jpeg,128,128,BTR60,31,45,92,86
01259.jpeg,128,129,BRDM_2,38,48,79,88
02036.jpeg,158,158,2S1,58,72,107,113
00621.jpeg,128,128,T72,31,47,92,86
01517.jpeg,128,128,BTR70,35,37,94,90
00609.jpeg,128,128,T72,35,37,92,92
01271.jpeg,128,129,BRDM_2,46,54,87,90
01265.jpeg,128,129,BRDM_2,36,40,91,82
01503.jpeg,128,128,BTR70,43,55,82,94
00190.jpeg,128,128,BTR60,51,53,92,92
00184.jpeg,128,128,BTR60,43,39,84,96
00812.jpeg,158,158,ZSU_23_4,46,58,113,107
00806.jpeg,158,158,ZSU_23_4,56,58,113,109
00180.jpeg,128,128,BTR60,35,41,94,90
00194.jpeg,128,128,BTR60,37,41,80,82
00802.jpeg,158,158,ZSU_23_4,50,50,105,109
00816.jpeg,158,158,ZSU_23_4,52,50,103,111
00625.jpeg,128,128,T72,37,43,84,94
02032.jpeg,158,158,2S1,46,50,107,113
00143.jpeg,128,128,BTR60,37,43,88,88
01249.jpeg,128,129,BRDM_2,34,52,79,92
00157.jpeg,128,128,BTR60,35,41,94,88
02740.jpeg,192,193,ZIL131,54,74,132,126
02026.jpeg,158,158,2S1,50,54,105,111
00631.jpeg,128,128,T72,33,43,92,92
00619.jpeg,128,128,T72,35,43,90,94
01507.jpeg,128,128,BTR70,35,35,90,94
01261.jpeg,128,129,BRDM_2,36,52,81,92
01275.jpeg,128,129,BRDM_2,28,50,85,88
01513.jpeg,128,128,BTR70,47,53,88,90
02595.jpeg,192,193,ZIL131,65,70,122,132
00382.jpeg,172,173,T62,44,64,120,116
01922.jpeg,158,158,2S1,50,70,99,113
01936.jpeg,158,158,2S1,44,60,115,103
01088.jpeg,128,129,BRDM_2,34,44,89,92
00396.jpeg,172,173,T62,50,52,116,118
02581.jpeg,192,193,ZIL131,59,66,132,126
00341.jpeg,172,173,T62,51,60,120,118
02556.jpeg,192,193,ZIL131,54,72,130,126
02230.jpeg,128,128,BMP2,33,49,94,88
01739.jpeg,177,178,D7,57,58,123,115
00427.jpeg,172,173,T62,50,58,120,118
00433.jpeg,172,173,T62,57,68,112,120
02224.jpeg,128,128,BMP2,35,47,94,86
02542.jpeg,192,193,ZIL131,65,62,132,136
00355.jpeg,172,173,T62,55,50,116,116
01063.jpeg,158,158,ZSU_23_4,52,50,109,109
01705.jpeg,177,178,D7,61,62,115,119
02218.jpeg,128,128,BMP2,35,39,88,96
01711.jpeg,177,178,D7,57,58,115,121
00369.jpeg,172,173,T62,50,58,118,118
01077.jpeg,158,158,ZSU_23_4,50,50,107,109
01856.jpeg,177,178,D7,55,50,117,117
00590.jpeg,128,128,T72,35,37,90,92
02387.jpeg,128,128,BMP2,47,51,92,90
02393.jpeg,128,128,BMP2,35,45,94,92
01842.jpeg,177,178,D7,51,58,117,119
00584.jpeg,128,128,T72,37,41,86,94
00235.jpeg,128,128,BTR60,39,41,88,94
02422.jpeg,128,128,BMP2,35,47,94,84
